,URL,Lottery Name,Date,Tier,Match,Winners,Amount,Numbers,Extra Numbers,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
24,https://www.lottoland.com/en/german-lottery/results-winning-numbers/13-03-2021,German Lotto,13-03-2021,VII,3 Numbers + SuperBall,84492,18.8,"[4, 19, 24, 44, 47, 48]",8,,,,,
25,https://www.lottoland.com/en/german-lottery/results-winning-numbers/13-03-2021,German Lotto,13-03-2021,VIII,3 Numbers,702686,10.7,"[4, 19, 24, 44, 47, 48]",8,,,,,
26,https://www.lottoland.com/en/german-lottery/results-winning-numbers/13-03-2021,German Lotto,13-03-2021,IX,2 Numbers + SuperBall,619933,6,"[4, 19, 24, 44, 47, 48]",8,,,,,
27,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,I,6 Numbers + SuperBall,0,5748289.8,"[7, 8, 11, 21, 30, 46]",6,,,,,
28,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,II,6 Numbers,1,3904011.3,"[7, 8, 11, 21, 30, 46]",6,,,,,
29,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,III,5 Numbers + SuperBall,54,8777.4,"[7, 8, 11, 21, 30, 46]",6,,,,,
30,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,IV,5 Numbers,428,3301,"[7, 8, 11, 21, 30, 46]",6,,,,,
31,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,V,4 Numbers + SuperBall,2660,147.3,"[7, 8, 11, 21, 30, 46]",6,,,,,
32,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,VI,4 Numbers,22110,42,"[7, 8, 11, 21, 30, 46]",6,,,,,
33,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,VII,3 Numbers + SuperBall,46701,16.9,"[7, 8, 11, 21, 30, 46]",6,,,,,
34,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,VIII,3 Numbers,383344,9.7,"[7, 8, 11, 21, 30, 46]",6,,,,,
35,https://www.lottoland.com/en/german-lottery/results-winning-numbers/10-03-2021,German Lotto,44472,IX,2 Numbers + SuperBall,328661,6,"[7, 8, 11, 21, 30, 46]",6,,,,,
36,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,I,6 Numbers + SuperBall,0,3791758.4,"[1, 3, 7, 29, 33, 35]",7,,,,,
37,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,II,6 Numbers,0,2536754.5,"[1, 3, 7, 29, 33, 35]",7,,,,,
38,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,III,5 Numbers + SuperBall,106,8296.3,"[1, 3, 7, 29, 33, 35]",7,,,,,
39,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,IV,5 Numbers,697,3760.8,"[1, 3, 7, 29, 33, 35]",7,,,,,
40,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,V,4 Numbers + SuperBall,6231,116.7,"[1, 3, 7, 29, 33, 35]",7,,,,,
41,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,VI,4 Numbers,39739,43.4,"[1, 3, 7, 29, 33, 35]",7,,,,,
42,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,VII,3 Numbers + SuperBall,108065,13.6,"[1, 3, 7, 29, 33, 35]",7,,,,,
43,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,VIII,3 Numbers,719649,9.6,"[1, 3, 7, 29, 33, 35]",7,,,,,
44,https://www.lottoland.com/en/german-lottery/results-winning-numbers/06-03-2021,German Lotto,44350,IX,2 Numbers + SuperBall,762489,6,"[1, 3, 7, 29, 33, 35]",7,,,,,
45,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,I,6 Numbers + SuperBall,1,1916293,"[1, 9, 10, 23, 24, 27]",4,,,,,
46,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,II,6 Numbers,6,224034.7,"[1, 9, 10, 23, 24, 27]",4,,,,,
47,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,III,5 Numbers + SuperBall,80,5824.9,"[1, 9, 10, 23, 24, 27]",4,,,,,
48,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,IV,5 Numbers,516,2691.8,"[1, 9, 10, 23, 24, 27]",4,,,,,
49,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,V,4 Numbers + SuperBall,2655,145.1,"[1, 9, 10, 23, 24, 27]",4,,,,,
50,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,VI,4 Numbers,24643,37,"[1, 9, 10, 23, 24, 27]",4,,,,,
51,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,VII,3 Numbers + SuperBall,44944,17.3,"[1, 9, 10, 23, 24, 27]",4,,,,,
52,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,VIII,3 Numbers,418243,8.8,"[1, 9, 10, 23, 24, 27]",4,,,,,
53,https://www.lottoland.com/en/german-lottery/results-winning-numbers/03-03-2021,German Lotto,44258,IX,2 Numbers + SuperBall,316267,6,"[1, 9, 10, 23, 24, 27]",4,,,,,
54,https://www.lottoland.com/en/german-lottery/results-winning-numbers/27-02-2021,German Lotto,27-02-2021,I,6 Numbers + SuperBall,1,11779146.7,"[2, 4, 9, 19, 23, 47]",7,,,,,
55,https://www.lottoland.com/en/german-lottery/results-winning-numbers/27-02-2021,German Lotto,27-02-2021,II,6 Numbers,6,680585.5,"[2, 4, 9, 19, 23, 47]",7,,,,,
56,https://www.lottoland.com/en/german-lottery/results-winning-numbers/27-02-2021,German Lotto,27-02-2021,III,5 Numbers + SuperBall,179,5131.6,"[2, 4, 9, 19, 23, 47]",7,,,,,
57,https://www.lottoland.com/en/german-lottery/results-winning-numbers/27-02-2021,German Lotto,27-02-2021,IV,5 Numbers,1158,2364.4,"[2, 4, 9, 19, 23, 47]",7,,,,,
58,https://www.lottoland.com/en/german-lottery/results-winning-numbers/27-02-2021,German Lotto,27-02-2021,V,4 Numbers + SuperBall,8305,91.4,"[2, 4, 9, 19, 23, 47]",7,,,,,
